zone_id,zone_name,polygon_coordinates,value
48,EAST COAST PARK/UPPER CHANGI,"POLYGON((103.943 1.33261,103.943 1.33282,103.943 1.3329,103.944 1.33384,103.944 1.33511,103.944 1.33569,103.942 1.33707,103.944 1.33879,103.947 1.34038,103.953 1.33388,103.953 1.33374,103.955 1.33207,103.955 1.33257,103.953 1.33481,103.952 1.33597,103.951 1.33719,103.95 1.33814,103.95 1.33852,103.951 1.33893,103.953 1.34042,103.957 1.34376,103.958 1.34466,103.958 1.34544,103.958 1.34711,103.959 1.3481,103.959 1.349,103.959 1.34939,103.96 1.34972,103.963 1.3501,103.964 1.35272,103.965 1.35287,103.966 1.3532,103.966 1.35321,103.967 1.35097,103.968 1.34878,103.968 1.34873,103.969 1.34835,103.97 1.34753,103.972 1.34686,103.974 1.34521,103.972 1.34185,103.972 1.3415,103.972 1.34072,103.973 1.34022,103.973 1.34019,103.978 1.33798,103.979 1.33778,103.979 1.3378,103.98 1.33792,103.98 1.3383,103.983 1.34389,103.983 1.34412,103.984 1.34401,103.984 1.34364,103.984 1.34316,103.982 1.33806,103.98 1.33507,103.978 1.3319,103.976 1.32906,103.976 1.32844,103.976 1.32696,103.976 1.32623,103.976 1.32439,103.976 1.32187,103.975 1.31596,103.962 1.3129,103.959 1.3161,103.957 1.31878,103.956 1.32102,103.955 1.32167,103.955 1.32201,103.955 1.32218,103.954 1.32343,103.952 1.32551,103.951 1.3268,103.951 1.32714,103.95 1.32769,103.95 1.32863,103.95 1.32884,103.949 1.33006,103.948 1.33031,103.948 1.33055,103.948 1.33124,103.947 1.33193,103.947 1.3321,103.947 1.33182,103.946 1.33065,103.945 1.3302,103.944 1.32983,103.943 1.32994,103.943 1.33055,103.943 1.33088,103.943 1.33141,103.943 1.33176,103.943 1.33215,103.943 1.33261))",54.5
49,CHANGI POINT,"POLYGON((103.974 1.36272,103.974 1.363,103.974 1.36325,103.975 1.36379,103.976 1.36631,103.976 1.36681,103.976 1.36682,103.976 1.36741,103.978 1.36848,103.979 1.36962,103.979 1.36963,103.98 1.37022,103.981 1.37011,103.981 1.37013,103.982 1.37029,103.983 1.37115,103.987 1.37591,103.987 1.37717,103.987 1.37794,103.987 1.37833,103.988 1.37857,103.988 1.3788,103.988 1.3791,103.988 1.37919,103.988 1.37944,103.988 1.3804,103.987 1.38347,103.987 1.38754,103.987 1.38878,103.987 1.38963,103.987 1.39037,103.987 1.39039,103.987 1.39199,103.987 1.39257,103.986 1.39304,103.986 1.39365,103.993 1.39135,103.992 1.3897,103.992 1.38907,103.991 1.3892,103.991 1.38903,103.991 1.38756,103.99 1.38335,103.99 1.38334,103.989 1.38219,103.989 1.38114,103.989 1.38089,103.989 1.38063,103.989 1.38057,103.989 1.38024,103.989 1.38004,103.989 1.37969,103.989 1.37951,103.989 1.37924,103.988 1.37889,103.987 1.37541,103.985 1.36961,103.983 1.36556,103.982 1.36362,103.982 1.36326,103.982 1.36325,103.982 1.36304,103.981 1.36264,103.981 1.36261,103.981 1.36245,103.981 1.36202,103.981 1.36195,103.98 1.35929,103.98 1.35924,103.974 1.34521,103.972 1.34686,103.97 1.34753,103.969 1.34835,103.968 1.34873,103.968 1.34878,103.967 1.35097,103.966 1.35321,103.967 1.35367,103.968 1.35392,103.968 1.35395,103.969 1.35423,103.969 1.35515,103.969 1.35519,103.969 1.35741,103.97 1.35861,103.97 1.35954,103.97 1.36013,103.971 1.3606,103.972 1.36159,103.974 1.3627,103.974 1.36272))",9.25
50,LOYANG,"POLYGON((103.973 1.38837,103.973 1.389,103.974 1.39093,103.977 1.39269,103.98 1.3932,103.982 1.39343,103.983 1.39275,103.984 1.39257,103.985 1.39289,103.986 1.39227,103.987 1.39202,103.987 1.39199,103.987 1.39037,103.987 1.38963,103.987 1.38878,103.987 1.38754,103.987 1.38347,103.988 1.3804,103.988 1.37944,103.988 1.37919,103.988 1.3791,103.988 1.3788,103.988 1.37857,103.987 1.37833,103.987 1.37794,103.987 1.37717,103.987 1.37591,103.983 1.37115,103.982 1.37029,103.981 1.37013,103.981 1.37011,103.98 1.37022,103.979 1.36963,103.978 1.36848,103.976 1.36741,103.976 1.36682,103.976 1.36631,103.975 1.36379,103.974 1.36325,103.974 1.363,103.974 1.3627,103.972 1.36159,103.971 1.3606,103.97 1.36013,103.97 1.35954,103.97 1.35861,103.969 1.35741,103.969 1.35519,103.969 1.35515,103.969 1.35423,103.968 1.35395,103.968 1.35392,103.967 1.35367,103.966 1.35321,103.966 1.3532,103.965 1.35287,103.964 1.35272,103.963 1.35765,103.961 1.36009,103.961 1.36029,103.977 1.37674,103.978 1.37763,103.978 1.37884,103.978 1.38105,103.977 1.38434,103.973 1.38837))",38.75
51,PASIR RIS,"POLYGON((103.935 1.37111,103.932 1.3703,103.932 1.36993,103.932 1.36987,103.93 1.36888,103.93 1.36878,103.93 1.36874,103.93 1.36834,103.929 1.36784,103.929 1.36781,103.928 1.36763,103.928 1.36745,103.928 1.36736,103.927 1.36736,103.927 1.36735,103.927 1.36735,103.927 1.36738,103.926 1.36741,103.926 1.36751,103.925 1.36775,103.925 1.36803,103.924 1.36875,103.924 1.36916,103.923 1.37036,103.921 1.37154,103.921 1.37171,103.921 1.37172,103.921 1.37177,103.921 1.37218,103.921 1.37232,103.921 1.37241,103.92 1.37327,103.92 1.37381,103.92 1.37586,103.92 1.37658,103.922 1.38154,103.923 1.38224,103.928 1.38858,103.93 1.39182,103.935 1.39645,103.935 1.39542,103.937 1.39136,103.939 1.39004,103.941 1.38891,103.944 1.38721,103.946 1.38532,103.949 1.38353,103.953 1.38262,103.954 1.38205,103.953 1.36551,103.952 1.36594,103.949 1.3667,103.948 1.36692,103.946 1.36735,103.946 1.36751,103.945 1.36784,103.945 1.36803,103.944 1.36821,103.942 1.37035,103.94 1.37109,103.94 1.37124,103.938 1.37126,103.936 1.37117,103.935 1.37111))",132.5
71,LIM CHU KANG,"POLYGON((103.728 1.41364,103.713 1.41304,103.711 1.41169,103.71 1.4128,103.709 1.41373,103.708 1.41385,103.707 1.41287,103.705 1.4119,103.705 1.41233,103.705 1.41337,103.704 1.41482,103.702 1.4184,103.701 1.41897,103.7 1.41917,103.697 1.41909,103.695 1.42066,103.694 1.42058,103.694 1.42019,103.694 1.41813,103.693 1.41752,103.691 1.41726,103.69 1.4175,103.689 1.41818,103.686 1.42039,103.685 1.4208,103.683 1.42197,103.683 1.42253,103.682 1.42361,103.682 1.42419,103.682 1.4251,103.683 1.42801,103.683 1.42903,103.683 1.42967,103.682 1.43061,103.683 1.43141,103.69 1.4339,103.696 1.43806,103.704 1.44404,103.708 1.44699,103.713 1.45023,103.72 1.4518,103.725 1.45175,103.73 1.45059,103.738 1.44223,103.739 1.44004,103.743 1.44,103.741 1.43366,103.736 1.42101,103.736 1.421,103.728 1.41364))",#N/A
72,SUNGEI KADUT,"POLYGON((103.787 1.39712,103.782 1.39652,103.778 1.3961,103.778 1.3961,103.778 1.39622,103.778 1.39624,103.778 1.39683,103.778 1.39938,103.778 1.39942,103.777 1.4001,103.777 1.40065,103.777 1.40194,103.776 1.40228,103.775 1.40249,103.774 1.40258,103.773 1.40237,103.772 1.40207,103.772 1.40051,103.772 1.40048,103.772 1.39978,103.769 1.39897,103.768 1.39845,103.767 1.39792,103.765 1.3979,103.764 1.39819,103.762 1.39807,103.76 1.3969,103.759 1.39697,103.758 1.39783,103.757 1.39805,103.756 1.39915,103.756 1.39921,103.755 1.39906,103.755 1.39827,103.754 1.39671,103.753 1.39523,103.753 1.394,103.754 1.39155,103.755 1.38895,103.757 1.38646,103.757 1.38643,103.756 1.38617,103.754 1.38493,103.753 1.38432,103.752 1.38437,103.751 1.38472,103.75 1.38528,103.749 1.38636,103.747 1.38671,103.746 1.38667,103.744 1.3863,103.742 1.38527,103.74 1.38509,103.739 1.38534,103.738 1.38603,103.737 1.38715,103.736 1.38758,103.736 1.38791,103.736 1.38865,103.737 1.38911,103.736 1.38936,103.734 1.38993,103.728 1.41353,103.728 1.41359,103.728 1.41364,103.736 1.421,103.736 1.42101,103.741 1.43366,103.743 1.44,103.743 1.44038,103.744 1.44034,103.745 1.44016,103.746 1.43958,103.747 1.43928,103.747 1.43876,103.749 1.43742,103.75 1.43746,103.751 1.43773,103.752 1.43762,103.753 1.43806,103.753 1.4373,103.753 1.43673,103.753 1.43516,103.753 1.43491,103.752 1.43109,103.753 1.42546,103.755 1.41537,103.755 1.41255,103.755 1.41209,103.756 1.41155,103.757 1.41178,103.759 1.41194,103.76 1.41183,103.762 1.41131,103.763 1.41082,103.764 1.41062,103.764 1.41062,103.765 1.41044,103.765 1.41044,103.767 1.41024,103.769 1.41026,103.77 1.41006,103.771 1.41011,103.772 1.41009,103.772 1.41011,103.772 1.4101,103.773 1.41008,103.775 1.41056,103.776 1.41079,103.776 1.41079,103.778 1.41071,103.78 1.41074,103.78 1.41074,103.782 1.41072,103.783 1.41079,103.784 1.41095,103.785 1.41141,103.786 1.41175,103.786 1.41176,103.787 1.41201,103.788 1.41244,103.789 1.41154,103.79 1.41034,103.793 1.40838,103.795 1.40773,103.796 1.40709,103.799 1.40546,103.8 1.40397,103.8 1.4031,103.799 1.40249,103.798 1.4013,103.793 1.39885,103.79 1.39768,103.787 1.39712))",91
73,WOODLANDS/KRANJI,"POLYGON((103.753 1.42546,103.752 1.43109,103.753 1.43491,103.753 1.43516,103.753 1.43673,103.753 1.4373,103.753 1.43806,103.755 1.43936,103.759 1.43875,103.762 1.43957,103.765 1.44398,103.766 1.44458,103.767 1.44642,103.768 1.44741,103.769 1.44797,103.771 1.44849,103.772 1.43566,103.772 1.43484,103.772 1.43239,103.771 1.42498,103.772 1.4101,103.772 1.41011,103.772 1.41009,103.771 1.41011,103.77 1.41006,103.769 1.41026,103.767 1.41024,103.765 1.41044,103.764 1.41062,103.763 1.41082,103.762 1.41131,103.76 1.41183,103.759 1.41194,103.757 1.41178,103.756 1.41155,103.755 1.41209,103.755 1.41255,103.755 1.41537,103.753 1.42546))",85.5
52,TAMPINES/SIMEI,"POLYGON((103.932 1.36993,103.932 1.37014,103.932 1.37028,103.935 1.37111,103.936 1.37117,103.938 1.37126,103.94 1.37124,103.94 1.37109,103.942 1.37035,103.944 1.36821,103.945 1.36784,103.946 1.36751,103.946 1.36735,103.948 1.36692,103.952 1.36594,103.953 1.36551,103.953 1.36552,103.953 1.36546,103.956 1.36452,103.96 1.36183,103.961 1.36009,103.963 1.35765,103.964 1.35272,103.963 1.3501,103.96 1.34972,103.959 1.34939,103.959 1.349,103.959 1.3481,103.958 1.34711,103.958 1.34544,103.958 1.34466,103.957 1.34376,103.953 1.34042,103.951 1.33893,103.95 1.33852,103.95 1.33814,103.951 1.33719,103.952 1.33597,103.953 1.33481,103.955 1.33257,103.955 1.33207,103.954 1.33264,103.953 1.33388,103.947 1.34038,103.944 1.33879,103.942 1.33707,103.941 1.33562,103.94 1.335,103.939 1.3344,103.936 1.33453,103.936 1.33536,103.935 1.33725,103.936 1.3385,103.938 1.34133,103.939 1.34361,103.939 1.34406,103.935 1.34404,103.932 1.34468,103.929 1.34582,103.928 1.34676,103.926 1.34742,103.926 1.34742,103.926 1.34743,103.926 1.34769,103.926 1.35308,103.926 1.3544,103.926 1.35715,103.925 1.35743,103.925 1.35728,103.923 1.3548,103.92 1.35368,103.92 1.35367,103.92 1.35364,103.919 1.35344,103.915 1.35389,103.913 1.35244,103.913 1.35246,103.912 1.35213,103.911 1.35205,103.911 1.35212,103.909 1.35249,103.909 1.35252,103.909 1.35302,103.911 1.35776,103.913 1.36006,103.913 1.3611,103.914 1.36351,103.915 1.36537,103.916 1.36815,103.918 1.36975,103.919 1.37178,103.92 1.37344,103.92 1.37538,103.92 1.37553,103.92 1.37586,103.92 1.37381,103.92 1.37327,103.921 1.37241,103.921 1.37177,103.921 1.37154,103.923 1.37036,103.924 1.36916,103.925 1.36803,103.925 1.36775,103.926 1.36741,103.927 1.36738,103.927 1.36735,103.928 1.36736,103.928 1.36745,103.928 1.36763,103.929 1.36784,103.93 1.36834,103.93 1.36874,103.93 1.36888,103.932 1.36987,103.932 1.36993))",731.5
53,HOUGANG,"POLYGON((103.913 1.34926,103.913 1.34924,103.912 1.34888,103.91 1.34931,103.91 1.34919,103.909 1.34848,103.908 1.34537,103.907 1.34447,103.905 1.3436,103.905 1.3434,103.903 1.34038,103.903 1.34038,103.903 1.34029,103.901 1.34078,103.9 1.34089,103.899 1.34061,103.899 1.3406,103.898 1.34033,103.897 1.33829,103.896 1.33778,103.896 1.33723,103.894 1.33583,103.893 1.33514,103.892 1.33478,103.892 1.33475,103.892 1.33435,103.892 1.33434,103.891 1.33397,103.89 1.33389,103.889 1.33351,103.888 1.33508,103.888 1.33539,103.888 1.3358,103.887 1.33808,103.885 1.33782,103.884 1.338,103.883 1.33946,103.882 1.34156,103.88 1.34253,103.879 1.34313,103.878 1.34388,103.877 1.34436,103.876 1.34431,103.875 1.34369,103.874 1.34364,103.873 1.3437,103.873 1.34371,103.873 1.34377,103.872 1.34363,103.871 1.3435,103.871 1.34349,103.871 1.34339,103.871 1.34411,103.872 1.34618,103.872 1.34827,103.873 1.34947,103.873 1.35229,103.873 1.35453,103.874 1.35649,103.874 1.35684,103.874 1.35774,103.874 1.35783,103.874 1.35912,103.874 1.35935,103.873 1.36239,103.874 1.36368,103.876 1.36686,103.876 1.3672,103.877 1.36969,103.879 1.3695,103.88 1.36934,103.885 1.3682,103.887 1.36785,103.889 1.3672,103.889 1.36719,103.892 1.36649,103.893 1.36785,103.895 1.36935,103.897 1.37174,103.899 1.37359,103.898 1.37478,103.897 1.37523,103.896 1.37373,103.896 1.37319,103.894 1.37246,103.893 1.3723,103.892 1.37209,103.891 1.37157,103.89 1.37076,103.889 1.37027,103.886 1.37028,103.885 1.3701,103.885 1.37032,103.883 1.37049,103.882 1.37076,103.882 1.37138,103.882 1.37218,103.882 1.37363,103.883 1.37639,103.884 1.37773,103.885 1.37806,103.887 1.3782,103.889 1.37802,103.89 1.37817,103.893 1.37812,103.896 1.37828,103.898 1.37855,103.9 1.37835,103.902 1.37854,103.905 1.37801,103.904 1.38311,103.904 1.38343,103.904 1.38375,103.905 1.38483,103.906 1.38517,103.906 1.38527,103.908 1.38582,103.91 1.38615,103.912 1.38561,103.913 1.3857,103.914 1.38615,103.914 1.38673,103.914 1.38673,103.915 1.38895,103.916 1.39066,103.915 1.38922,103.916 1.39028,103.917 1.39164,103.917 1.3919,103.917 1.39199,103.921 1.39612,103.921 1.39625,103.924 1.39854,103.928 1.40094,103.933 1.39886,103.935 1.39645,103.93 1.39182,103.928 1.38858,103.923 1.38224,103.922 1.38154,103.92 1.37658,103.92 1.37586,103.92 1.37553,103.92 1.37538,103.92 1.37344,103.919 1.37178,103.918 1.36975,103.916 1.36815,103.915 1.36537,103.914 1.36351,103.913 1.3611,103.913 1.36006,103.911 1.35776,103.909 1.35302,103.909 1.35252,103.909 1.35249,103.911 1.35212,103.912 1.35213,103.913 1.35246,103.913 1.35244,103.913 1.35154,103.913 1.35006,103.913 1.34926,103.913 1.34926))",278
54,BUANGKOK/PONGGOL,"POLYGON((103.914 1.38673,103.914 1.38615,103.913 1.3857,103.912 1.38561,103.91 1.38615,103.908 1.38582,103.906 1.38527,103.905 1.38483,103.904 1.38375,103.904 1.38311,103.905 1.37801,103.902 1.37854,103.9 1.37835,103.898 1.37855,103.896 1.37828,103.893 1.37812,103.89 1.37817,103.889 1.37802,103.887 1.3782,103.885 1.37806,103.885 1.37806,103.884 1.37773,103.883 1.37639,103.882 1.37363,103.882 1.37218,103.882 1.37138,103.882 1.37076,103.883 1.37049,103.885 1.37032,103.885 1.3701,103.886 1.37028,103.889 1.37027,103.89 1.37076,103.891 1.37157,103.892 1.37209,103.893 1.3723,103.894 1.37246,103.896 1.37319,103.896 1.37373,103.897 1.37523,103.898 1.37479,103.898 1.37478,103.899 1.37359,103.897 1.37174,103.895 1.36935,103.893 1.36785,103.892 1.36649,103.889 1.36719,103.889 1.3672,103.887 1.36785,103.885 1.3682,103.88 1.36934,103.879 1.3695,103.879 1.3695,103.877 1.36969,103.877 1.37053,103.877 1.37157,103.877 1.37497,103.877 1.37698,103.877 1.37895,103.877 1.38045,103.877 1.38287,103.877 1.38288,103.877 1.38347,103.877 1.38348,103.877 1.38383,103.877 1.38415,103.878 1.3844,103.879 1.38529,103.879 1.3853,103.881 1.38613,103.881 1.3867,103.88 1.38762,103.88 1.38877,103.881 1.38974,103.881 1.39066,103.881 1.39067,103.888 1.40155,103.896 1.40068,103.9 1.39949,103.904 1.39701,103.907 1.39446,103.91 1.39101,103.914 1.38673))",353.5
55,SERANGOON NORTH,"POLYGON((103.858 1.36041,103.858 1.36139,103.861 1.36761,103.862 1.36902,103.866 1.37152,103.867 1.37276,103.867 1.37429,103.869 1.37564,103.869 1.37614,103.872 1.37662,103.872 1.37648,103.874 1.3768,103.877 1.37895,103.877 1.37698,103.877 1.37497,103.877 1.37157,103.877 1.37053,103.877 1.36969,103.876 1.36869,103.876 1.36797,103.876 1.36797,103.876 1.3672,103.876 1.36686,103.874 1.36368,103.873 1.36239,103.874 1.35935,103.874 1.35912,103.874 1.35783,103.874 1.35776,103.874 1.35774,103.874 1.35684,103.874 1.35649,103.873 1.35453,103.873 1.35229,103.873 1.34947,103.872 1.34827,103.871 1.34907,103.87 1.34949,103.869 1.34955,103.867 1.35038,103.865 1.35073,103.864 1.35128,103.863 1.35149,103.863 1.35144,103.863 1.35127,103.862 1.35031,103.861 1.3493,103.861 1.3489,103.861 1.34718,103.861 1.34348,103.861 1.34339,103.861 1.34339,103.86 1.34342,103.86 1.3434,103.86 1.3434,103.859 1.34339,103.859 1.34338,103.858 1.34333,103.858 1.34495,103.857 1.3492,103.857 1.34988,103.855 1.35202,103.856 1.35231,103.856 1.35398,103.856 1.35518,103.857 1.35777,103.858 1.36041))",141.25
56,ANG MO KIO,"POLYGON((103.866 1.37152,103.862 1.36902,103.861 1.36761,103.858 1.36139,103.858 1.36041,103.857 1.35777,103.856 1.35518,103.856 1.35398,103.856 1.35231,103.855 1.35202,103.854 1.3542,103.852 1.35624,103.849 1.35865,103.845 1.3623,103.844 1.36289,103.842 1.36318,103.84 1.36335,103.837 1.36402,103.835 1.36497,103.831 1.36737,103.831 1.36843,103.831 1.36926,103.832 1.36942,103.832 1.37001,103.832 1.37062,103.833 1.37112,103.833 1.3716,103.833 1.3723,103.833 1.37436,103.834 1.3759,103.834 1.37613,103.835 1.37681,103.835 1.37684,103.836 1.37798,103.834 1.381,103.835 1.38121,103.835 1.3814,103.835 1.38167,103.836 1.38199,103.837 1.38406,103.839 1.38606,103.843 1.38912,103.845 1.39041,103.846 1.39135,103.848 1.39194,103.849 1.3922,103.85 1.39244,103.85 1.38615,103.85 1.38403,103.849 1.38206,103.848 1.38064,103.848 1.37963,103.848 1.379,103.848 1.37854,103.849 1.37788,103.852 1.37726,103.855 1.37695,103.857 1.37718,103.861 1.37839,103.863 1.37881,103.866 1.37889,103.867 1.3787,103.868 1.37834,103.872 1.37663,103.869 1.37614,103.869 1.37564,103.867 1.37429,103.867 1.37276,103.866 1.37152))",353
57,BISHAN/THOMSON,"POLYGON((103.833 1.3716,103.833 1.37112,103.832 1.37062,103.832 1.37001,103.832 1.36942,103.831 1.36926,103.831 1.36843,103.831 1.36737,103.835 1.36497,103.837 1.36402,103.84 1.36335,103.842 1.36318,103.844 1.36289,103.845 1.3623,103.849 1.35865,103.852 1.35624,103.854 1.3542,103.855 1.35201,103.857 1.34988,103.857 1.3492,103.858 1.34495,103.858 1.34333,103.857 1.3433,103.856 1.3433,103.854 1.34323,103.854 1.34326,103.853 1.34327,103.853 1.3433,103.852 1.34346,103.849 1.34371,103.849 1.34377,103.848 1.34377,103.846 1.34371,103.846 1.34371,103.846 1.34371,103.845 1.34375,103.845 1.3438,103.844 1.34388,103.844 1.34402,103.843 1.34373,103.842 1.34239,103.841 1.34146,103.84 1.34178,103.84 1.34194,103.838 1.34288,103.838 1.34313,103.837 1.3431,103.836 1.34263,103.836 1.34266,103.836 1.3427,103.836 1.3427,103.836 1.34339,103.837 1.34491,103.837 1.34554,103.836 1.3459,103.836 1.34605,103.834 1.34513,103.832 1.34433,103.832 1.34414,103.831 1.34427,103.828 1.34509,103.827 1.34572,103.826 1.34588,103.822 1.34554,103.82 1.34489,103.819 1.34496,103.818 1.34495,103.818 1.3448,103.817 1.34482,103.816 1.34503,103.816 1.3452,103.814 1.34719,103.811 1.3493,103.808 1.3514,103.806 1.35124,103.806 1.35138,103.805 1.35234,103.805 1.35458,103.805 1.35768,103.804 1.36183,103.804 1.36355,103.804 1.36539,103.805 1.36717,103.805 1.36747,103.806 1.36747,103.808 1.36784,103.808 1.36793,103.812 1.37187,103.814 1.37246,103.815 1.37266,103.816 1.37265,103.818 1.37184,103.819 1.37176,103.819 1.37176,103.819 1.37175,103.82 1.37107,103.821 1.37059,103.822 1.37056,103.823 1.37092,103.823 1.37144,103.824 1.37198,103.825 1.37548,103.825 1.37634,103.827 1.37762,103.828 1.37793,103.831 1.38001,103.834 1.38083,103.834 1.381,103.836 1.37798,103.835 1.37681,103.834 1.37613,103.834 1.3759,103.833 1.37436,103.833 1.3723,103.833 1.3716))",120.25
58,UPPER BUKIT TIMAH 11KM,"POLYGON((103.792 1.35019,103.792 1.34962,103.791 1.34697,103.79 1.34486,103.789 1.34334,103.789 1.34103,103.789 1.3389,103.789 1.33691,103.789 1.3357,103.789 1.33418,103.789 1.33418,103.788 1.33289,103.787 1.33264,103.786 1.33273,103.784 1.33391,103.783 1.33417,103.782 1.3338,103.781 1.3332,103.781 1.3332,103.781 1.33698,103.781 1.33715,103.779 1.33761,103.779 1.33767,103.779 1.33756,103.778 1.3378,103.778 1.33813,103.777 1.33899,103.777 1.33928,103.776 1.34062,103.776 1.34075,103.776 1.34156,103.776 1.34194,103.775 1.34382,103.775 1.34454,103.774 1.34496,103.772 1.34615,103.772 1.34629,103.771 1.34718,103.771 1.34814,103.77 1.34877,103.77 1.34944,103.77 1.35199,103.77 1.35347,103.769 1.35575,103.768 1.35724,103.768 1.35797,103.767 1.35918,103.769 1.35789,103.77 1.35766,103.772 1.35777,103.774 1.35737,103.776 1.3573,103.778 1.35786,103.783 1.36086,103.784 1.36149,103.784 1.36348,103.784 1.36416,103.785 1.36463,103.789 1.36623,103.79 1.36729,103.791 1.37098,103.791 1.37099,103.793 1.37112,103.794 1.3711,103.8 1.36896,103.801 1.36803,103.804 1.36749,103.804 1.36749,103.805 1.36747,103.805 1.36747,103.805 1.36717,103.804 1.36539,103.804 1.36355,103.804 1.36183,103.805 1.35768,103.805 1.35458,103.805 1.35234,103.806 1.35138,103.804 1.35023,103.803 1.34906,103.803 1.34857,103.803 1.34764,103.803 1.34663,103.802 1.34641,103.801 1.34607,103.8 1.34629,103.799 1.3478,103.797 1.34929,103.796 1.34992,103.794 1.35047,103.793 1.35052,103.792 1.35019))",7.25
59,TOH TUCK,"POLYGON((103.765 1.34707,103.765 1.34707,103.765 1.34714,103.765 1.34715,103.767 1.34715,103.767 1.34727,103.768 1.34747,103.77 1.34844,103.77 1.34845,103.77 1.34877,103.771 1.34814,103.771 1.34718,103.772 1.34629,103.772 1.34615,103.774 1.34496,103.775 1.34454,103.775 1.34382,103.776 1.34194,103.776 1.34156,103.776 1.34075,103.776 1.34062,103.777 1.33928,103.777 1.33899,103.778 1.33813,103.778 1.3378,103.779 1.33756,103.779 1.33767,103.779 1.33761,103.781 1.33715,103.781 1.33698,103.781 1.3332,103.781 1.33284,103.781 1.33134,103.781 1.3275,103.781 1.32698,103.78 1.32594,103.779 1.32482,103.781 1.32311,103.781 1.3226,103.781 1.32151,103.78 1.319,103.78 1.31916,103.779 1.31965,103.777 1.31961,103.776 1.31911,103.775 1.31784,103.774 1.31716,103.773 1.31822,103.772 1.3186,103.771 1.31935,103.771 1.32036,103.771 1.32105,103.771 1.32219,103.772 1.32353,103.772 1.32394,103.773 1.32442,103.773 1.32444,103.774 1.32497,103.774 1.32501,103.774 1.32501,103.775 1.32526,103.775 1.32572,103.776 1.32695,103.774 1.32709,103.772 1.3266,103.771 1.32609,103.77 1.32487,103.768 1.32371,103.766 1.32387,103.764 1.32483,103.763 1.32544,103.762 1.32532,103.76 1.32438,103.759 1.32434,103.757 1.32594,103.756 1.32598,103.755 1.32573,103.754 1.3252,103.752 1.32371,103.752 1.32425,103.75 1.32783,103.749 1.33047,103.749 1.33345,103.749 1.33512,103.749 1.33793,103.749 1.33908,103.749 1.34011,103.749 1.34108,103.749 1.34164,103.75 1.34101,103.751 1.34058,103.751 1.34051,103.754 1.33955,103.754 1.33953,103.756 1.33931,103.756 1.33942,103.758 1.33961,103.76 1.34026,103.761 1.34067,103.761 1.34099,103.761 1.34117,103.761 1.34424,103.761 1.34661,103.763 1.34661,103.764 1.34673,103.765 1.34707))",22.75
60,JURONG EAST/PANDAN GARDEN,"POLYGON((103.724 1.30677,103.724 1.30677,103.724 1.30734,103.733 1.32522,103.733 1.32527,103.728 1.34009,103.727 1.34223,103.727 1.34223,103.728 1.34398,103.728 1.35359,103.732 1.35143,103.733 1.3506,103.733 1.3506,103.733 1.3506,103.733 1.35025,103.734 1.34873,103.736 1.34692,103.737 1.34643,103.737 1.34603,103.739 1.34549,103.739 1.34527,103.741 1.34505,103.744 1.34416,103.745 1.34367,103.747 1.34285,103.749 1.34164,103.749 1.34108,103.749 1.34011,103.749 1.33908,103.749 1.33793,103.749 1.33512,103.749 1.33345,103.749 1.33047,103.75 1.32783,103.752 1.32425,103.752 1.32371,103.747 1.31234,103.747 1.31153,103.752 1.30707,103.752 1.30694,103.756 1.29715,103.756 1.2969,103.752 1.2965,103.749 1.29645,103.748 1.29671,103.745 1.29749,103.745 1.29533,103.744 1.29536,103.744 1.29761,103.743 1.29791,103.741 1.29416,103.745 1.29225,103.744 1.29156,103.741 1.29344,103.741 1.29306,103.74 1.29377,103.741 1.29446,103.742 1.29807,103.741 1.29854,103.734 1.30014,103.733 1.29739,103.734 1.29679,103.733 1.29643,103.731 1.29766,103.731 1.29805,103.732 1.29754,103.734 1.30023,103.731 1.30097,103.73 1.30135,103.726 1.30569,103.726 1.3058,103.724 1.30677))",192.25
61,CHINESE GARDEN/TAMAN JURONG,"POLYGON((103.712 1.33889,103.714 1.33923,103.718 1.34268,103.72 1.34358,103.721 1.34387,103.722 1.34396,103.727 1.34223,103.728 1.34009,103.733 1.32527,103.733 1.32522,103.724 1.30677,103.726 1.3058,103.728 1.30168,103.728 1.30097,103.727 1.30047,103.727 1.30028,103.727 1.30026,103.725 1.30141,103.722 1.30285,103.719 1.30566,103.717 1.30683,103.716 1.30782,103.715 1.30823,103.713 1.30841,103.712 1.30836,103.71 1.31486,103.709 1.31606,103.709 1.31709,103.709 1.31724,103.71 1.32071,103.71 1.32207,103.709 1.32397,103.709 1.32535,103.708 1.32871,103.708 1.33018,103.708 1.33086,103.708 1.33227,103.708 1.3343,103.709 1.33759,103.709 1.3398,103.709 1.3407,103.708 1.34273,103.707 1.34509,103.705 1.34722,103.706 1.34761,103.706 1.3472,103.707 1.34577,103.709 1.34226,103.71 1.34145,103.71 1.33967,103.71 1.33932,103.712 1.33889))",76.75
